pid,w6_q21a_year,grp,duration
2340595,2016,time_married_hardcoded,-8.25
2344129,1998,time_from_met_to_rel,0.08337402
2344129,1998,time_from_rel_to_cohab,1.333252
2344129,1998,time_married_hardcoded,-8.25
2345685,1987,time_from_met_to_rel,0
2345685,1987,time_from_rel_to_cohab,0.66674805
2345685,1987,time_married_hardcoded,-8.25
2347263,1986,time_from_met_to_rel,1
2347263,1986,time_from_rel_to_cohab,0
2347263,1986,time_married_hardcoded,-8.25
2349701,1989,time_from_met_to_rel,1.083374
2349701,1989,time_from_rel_to_cohab,0
2349701,1989,time_married_hardcoded,-8.25
2354989,1976,time_from_met_to_rel,0.08325195
2354989,1976,time_from_rel_to_cohab,1.166748
2354989,1976,time_married_hardcoded,-8.25
2356133,2000,time_from_met_to_rel,0.41662598
2356133,2000,time_from_rel_to_cohab,2.166626
2356133,2000,time_married_hardcoded,-8.25
2362051,1974,time_from_met_to_rel,3.5
2362051,1974,time_from_rel_to_cohab,12
2362051,1974,time_married_hardcoded,-8.25
2396417,1981,time_from_met_to_rel,1.25
2396417,1981,time_from_rel_to_cohab,0.16674805
2396417,1981,time_married_hardcoded,-8.25
2408993,1995,time_from_met_to_rel,0.08337402
2408993,1995,time_from_rel_to_cohab,0.25
2408993,1995,time_married_hardcoded,-8.25
2415707,1981,time_from_met_to_rel,0
2415707,1981,time_from_rel_to_cohab,0.5
2415707,1981,time_married_hardcoded,-8.25
2422835,1995,time_from_met_to_rel,0
2422835,1995,time_from_rel_to_cohab,0.16662598
2422835,1995,time_married_hardcoded,-8.25
2431217,1997,time_from_met_to_rel,0.08337402
2431217,1997,time_from_rel_to_cohab,1.5
2431217,1997,time_married_hardcoded,-8.25
2433921,1986,time_from_met_to_rel,0
2433921,1986,time_from_rel_to_cohab,1.833374
2433921,1986,time_married_hardcoded,-8.25
2440127,2004,time_from_met_to_rel,0
2440127,2004,time_from_rel_to_cohab,0.33337402
2440127,2004,time_married_hardcoded,-8.25
2445989,1999,time_from_met_to_rel,0.5
2445989,1999,time_from_rel_to_cohab,0
2445989,1999,time_married_hardcoded,-8.25
2446933,1981,time_from_met_to_rel,0
2446933,1981,time_from_rel_to_cohab,1.833252
2446933,1981,time_married_hardcoded,-8.25
2450961,2007,time_from_met_to_rel,0.25
2450961,2007,time_from_rel_to_cohab,0.75
2450961,2007,time_married_hardcoded,-8.25
2451027,1997,time_from_met_to_rel,0
2451027,1997,time_from_rel_to_cohab,1.25
2451027,1997,time_married_hardcoded,-8.25
2452097,2001,time_from_met_to_rel,0
2452097,2001,time_from_rel_to_cohab,0.25
2452097,2001,time_married_hardcoded,-8.25
2456225,2009,time_from_met_to_rel,0.08337402
2456225,2009,time_from_rel_to_cohab,0.75
2456225,2009,time_married_hardcoded,-8.25
2466689,2008,time_from_met_to_rel,0.25
2466689,2008,time_from_rel_to_cohab,0.91674805
2466689,2008,time_married_hardcoded,-8.25
2478473,1997,time_from_met_to_rel,0
2478473,1997,time_from_rel_to_cohab,1
2478473,1997,time_married_hardcoded,-8.25
2482081,1999,time_from_met_to_rel,0.08337402
2482081,1999,time_from_rel_to_cohab,3.833252
2482081,1999,time_married_hardcoded,-8.25
2493771,1971,time_from_met_to_rel,2.166626
2493771,1971,time_from_rel_to_cohab,7.166748
2493771,1971,time_married_hardcoded,-8.25
2493771,1971,time_from_met_to_rel,2.166626
2493771,1971,time_from_rel_to_cohab,7.166748
2493771,1971,time_married_hardcoded,-8.25
2494939,1965,time_from_met_to_rel,5
2494939,1965,time_from_rel_to_cohab,0
2494939,1965,time_married_hardcoded,-8.25
2516441,1988,time_from_met_to_rel,0.08337402
2516441,1988,time_from_rel_to_cohab,0.5
2516441,1988,time_married_hardcoded,-8.25
2532753,1970,time_from_met_to_rel,0
2532753,1970,time_from_rel_to_cohab,1.25
2532753,1970,time_married_hardcoded,-8.25
2550825,2000,time_from_met_to_rel,0.08325195
2550825,2000,time_from_rel_to_cohab,1
2550825,2000,time_married_hardcoded,-8.25
2559365,2012,time_from_met_to_rel,0
2559365,2012,time_from_rel_to_cohab,0
2559365,2012,time_married_hardcoded,-8.25
2559437,2005,time_from_met_to_rel,0
2559437,2005,time_from_rel_to_cohab,1.833374
2559437,2005,time_married_hardcoded,-8.25
2561175,1972,time_from_met_to_rel,0.08337402
2561175,1972,time_from_rel_to_cohab,0
2561175,1972,time_married_hardcoded,-8.25
2573883,2015,time_from_met_to_rel,0
2573883,2015,time_from_rel_to_cohab,0.91674805
2573883,2015,time_married_hardcoded,-8.25
2603029,1998,time_from_met_to_rel,0
2603029,1998,time_from_rel_to_cohab,1.083252
2603029,1998,time_married_hardcoded,-8.25
2603029,1998,time_from_met_to_rel,0
2603029,1998,time_from_rel_to_cohab,1.083252
2603029,1998,time_married_hardcoded,-8.25
2629475,1984,time_from_met_to_rel,0.08337402
2629475,1984,time_from_rel_to_cohab,0
2629475,1984,time_married_hardcoded,-8.25
2632691,1982,time_from_met_to_rel,6
2632691,1982,time_from_rel_to_cohab,2.166626
2632691,1982,time_married_hardcoded,-8.25
2634995,1999,time_from_met_to_rel,0.583374
2634995,1999,time_from_rel_to_cohab,3.083374
2634995,1999,time_married_hardcoded,-8.25
2635055,1983,time_from_met_to_rel,0
2635055,1983,time_from_rel_to_cohab,0.66674805
2635055,1983,time_married_hardcoded,-8.25
2641485,1994,time_from_met_to_rel,0.58325195
2641485,1994,time_from_rel_to_cohab,2.083374
2641485,1994,time_married_hardcoded,-8.25
2641849,1994,time_from_met_to_rel,0.25
2641849,1994,time_from_rel_to_cohab,3.666626
2641849,1994,time_married_hardcoded,-8.25
2642539,1968,time_from_met_to_rel,1.083374
2642539,1968,time_from_rel_to_cohab,1.333252
2642539,1968,time_married_hardcoded,-8.25
2643469,2007,time_from_met_to_rel,0.25
2643469,2007,time_from_rel_to_cohab,0.16674805
2643469,2007,time_married_hardcoded,-8.25
2647841,1982,time_from_met_to_rel,0
2647841,1982,time_from_rel_to_cohab,0
2647841,1982,time_married_hardcoded,-8.25
2657899,2002,time_from_met_to_rel,9
2657899,2002,time_from_rel_to_cohab,0.583374
2657899,2002,time_married_hardcoded,-8.25
2658923,1991,time_from_met_to_rel,0.33325195
2658923,1991,time_from_rel_to_cohab,0.25
2658923,1991,time_married_hardcoded,-8.25
2675803,1991,time_from_met_to_rel,0
2675803,1991,time_from_rel_to_cohab,0.583374
2675803,1991,time_married_hardcoded,-8.25
2687117,1974,time_from_met_to_rel,16
2687117,1974,time_from_rel_to_cohab,21.333252
2687117,1974,time_married_hardcoded,-8.25
2692321,2016,time_from_met_to_rel,0.08337402
2692321,2016,time_from_rel_to_cohab,0.08325195
2692321,2016,time_married_hardcoded,-8.25
2694463,1969,time_from_met_to_rel,0.16674805
2694463,1969,time_from_rel_to_cohab,0.5
2694463,1969,time_married_hardcoded,-8.25
2695689,1999,time_from_met_to_rel,0
2695689,1999,time_from_rel_to_cohab,6.333374
2695689,1999,time_married_hardcoded,-8.25
2695851,2007,time_from_met_to_rel,0.08325195
2695851,2007,time_from_rel_to_cohab,2.083374
2695851,2007,time_married_hardcoded,-8.25
2697783,1971,time_from_met_to_rel,0
2697783,1971,time_from_rel_to_cohab,0
2697783,1971,time_married_hardcoded,-8.25
2699919,1995,time_from_met_to_rel,0.08325195
2699919,1995,time_from_rel_to_cohab,2.333374
2699919,1995,time_married_hardcoded,-8.25
2700309,1997,time_from_met_to_rel,3.583374
2700309,1997,time_from_rel_to_cohab,1.333374
2700309,1997,time_married_hardcoded,-8.25
2702437,1983,time_from_met_to_rel,0.25
2702437,1983,time_from_rel_to_cohab,4
2702437,1983,time_married_hardcoded,-8.25
2713609,2008,time_from_met_to_rel,0
2713609,2008,time_from_rel_to_cohab,0.916626
2713609,2008,time_married_hardcoded,-8.25
2717261,1994,time_from_met_to_rel,0.5
2717261,1994,time_from_rel_to_cohab,0
2717261,1994,time_married_hardcoded,-8.25
2721323,2009,time_from_met_to_rel,0.5
2721323,2009,time_from_rel_to_cohab,3.583374
2721323,2009,time_married_hardcoded,-8.25
2733443,1996,time_from_met_to_rel,0.08325195
2733443,1996,time_from_rel_to_cohab,0.25
2733443,1996,time_married_hardcoded,-8.25
2735459,1973,time_from_met_to_rel,7
2735459,1973,time_from_rel_to_cohab,2.416748
2735459,1973,time_married_hardcoded,-8.25
2747613,2015,time_from_met_to_rel,0
2747613,2015,time_from_rel_to_cohab,0.33325195
2747613,2015,time_married_hardcoded,-8.25
2753941,1992,time_from_met_to_rel,0
2753941,1992,time_from_rel_to_cohab,1
2753941,1992,time_married_hardcoded,-8.25
2761467,1988,time_from_met_to_rel,1
2761467,1988,time_from_rel_to_cohab,3.333374
2761467,1988,time_married_hardcoded,-8.25
2761753,1960,time_from_met_to_rel,0.16662598
2761753,1960,time_from_rel_to_cohab,3.416626
2761753,1960,time_married_hardcoded,-8.25
2763111,1997,time_from_met_to_rel,0.08337402
2763111,1997,time_from_rel_to_cohab,0.75
2763111,1997,time_married_hardcoded,-8.25
2772737,2008,time_from_met_to_rel,0.08337402
2772737,2008,time_from_rel_to_cohab,1.583252
2772737,2008,time_married_hardcoded,-8.25
2773275,1996,time_from_met_to_rel,7.75
2773275,1996,time_from_rel_to_cohab,1.416748
2773275,1996,time_married_hardcoded,-8.25
2776977,2000,time_from_met_to_rel,0
2776977,2000,time_from_rel_to_cohab,1.833252
2776977,2000,time_married_hardcoded,-8.25
2777453,1992,time_from_met_to_rel,0.08325195
2777453,1992,time_from_rel_to_cohab,0.16674805
2777453,1992,time_married_hardcoded,-8.25
2779043,1986,time_from_met_to_rel,2.25
2779043,1986,time_from_rel_to_cohab,0.583374
2779043,1986,time_married_hardcoded,-8.25
2780193,1980,time_from_met_to_rel,8.25
2780193,1980,time_from_rel_to_cohab,0.75
2780193,1980,time_married_hardcoded,-8.25
2782345,1953,time_from_met_to_rel,2.916748
2782345,1953,time_from_rel_to_cohab,0.41662598
2782345,1953,time_married_hardcoded,-8.25
2787147,2012,time_from_met_to_rel,0.08337402
2787147,2012,time_from_rel_to_cohab,0
2787147,2012,time_married_hardcoded,-8.25
2793291,2013,time_from_met_to_rel,0
2793291,2013,time_from_rel_to_cohab,0.25
2793291,2013,time_married_hardcoded,-8.25
2795725,2000,time_from_met_to_rel,0.16662598
2795725,2000,time_from_rel_to_cohab,1.916748
2795725,2000,time_married_hardcoded,-8.25
2798601,2012,time_from_met_to_rel,0.666626
2798601,2012,time_from_rel_to_cohab,0.833374
2798601,2012,time_married_hardcoded,-8.25
2802195,2014,time_from_met_to_rel,2.583374
2802195,2014,time_from_rel_to_cohab,0
2802195,2014,time_married_hardcoded,-8.25
2810665,2006,time_from_met_to_rel,1.916626
2810665,2006,time_from_rel_to_cohab,0.08337402
2810665,2006,time_married_hardcoded,-8.25
2812649,2007,time_from_met_to_rel,0
2812649,2007,time_from_rel_to_cohab,0.25
2812649,2007,time_married_hardcoded,-8.25
2814133,1962,time_from_met_to_rel,0.16674805
2814133,1962,time_from_rel_to_cohab,0.33325195
2814133,1962,time_married_hardcoded,-8.25
2815685,1986,time_from_met_to_rel,1.333374
2815685,1986,time_from_rel_to_cohab,1.083252
2815685,1986,time_married_hardcoded,-8.25
2815891,1995,time_from_met_to_rel,0.16662598
2815891,1995,time_from_rel_to_cohab,1.833374
2815891,1995,time_married_hardcoded,-8.25
2816657,2013,time_from_met_to_rel,0.08337402
2816657,2013,time_from_rel_to_cohab,0.16662598
2816657,2013,time_married_hardcoded,-8.25
2822113,2010,time_from_met_to_rel,0
2822113,2010,time_from_rel_to_cohab,0.833374
2822113,2010,time_married_hardcoded,-8.25
2826901,1980,time_from_met_to_rel,27
2826901,1980,time_from_rel_to_cohab,2.75
2826901,1980,time_married_hardcoded,-8.25
2829661,2008,time_from_met_to_rel,0.25
2829661,2008,time_from_rel_to_cohab,1
2829661,2008,time_married_hardcoded,-8.25
2834569,2003,time_from_met_to_rel,0.16662598
2834569,2003,time_from_rel_to_cohab,0.5
2834569,2003,time_married_hardcoded,-8.25
2836091,1977,time_from_met_to_rel,7.666626
2836091,1977,time_from_rel_to_cohab,1.166748
2836091,1977,time_married_hardcoded,-8.25
2839127,1970,time_from_met_to_rel,10.583252
2839127,1970,time_from_rel_to_cohab,1.5
2839127,1970,time_married_hardcoded,-8.25
2842485,2008,time_from_met_to_rel,0
2842485,2008,time_from_rel_to_cohab,4.166626
2842485,2008,time_married_hardcoded,-8.25
2844249,2004,time_from_met_to_rel,2.833374
2844249,2004,time_from_rel_to_cohab,0
2844249,2004,time_married_hardcoded,-8.25
2846681,1967,time_from_met_to_rel,0.41662598
2846681,1967,time_from_rel_to_cohab,5.416626
2846681,1967,time_married_hardcoded,-8.25
2849977,1997,time_from_met_to_rel,5.75
2849977,1997,time_from_rel_to_cohab,0.75
2849977,1997,time_married_hardcoded,-8.25
2851445,1997,time_from_met_to_rel,0.16662598
2851445,1997,time_from_rel_to_cohab,0.08337402
2851445,1997,time_married_hardcoded,-8.25
2855529,2015,time_from_met_to_rel,0.08337402
2855529,2015,time_from_rel_to_cohab,0.33337402
2855529,2015,time_married_hardcoded,-8.25
2860543,1958,time_from_met_to_rel,0
2860543,1958,time_from_rel_to_cohab,0.666626
2860543,1958,time_married_hardcoded,-8.25
2862779,1986,time_from_met_to_rel,0.25
2862779,1986,time_from_rel_to_cohab,1.083252
2862779,1986,time_married_hardcoded,-8.25
2866293,2004,time_from_met_to_rel,0.08337402
2866293,2004,time_from_rel_to_cohab,2.25
2866293,2004,time_married_hardcoded,-8.25
2866363,1961,time_from_met_to_rel,3
2866363,1961,time_from_rel_to_cohab,1.5
2866363,1961,time_married_hardcoded,-8.25
2867703,2012,time_from_met_to_rel,0.16662598
2867703,2012,time_from_rel_to_cohab,0.08337402
2867703,2012,time_married_hardcoded,-8.25
2870179,2003,time_from_met_to_rel,0.75
2870179,2003,time_from_rel_to_cohab,1.333374
2870179,2003,time_married_hardcoded,-8.25
2870711,1983,time_from_met_to_rel,0.41662598
2870711,1983,time_from_rel_to_cohab,1.416626
2870711,1983,time_married_hardcoded,-8.25
2871195,2002,time_from_met_to_rel,0.16674805
2871195,2002,time_from_rel_to_cohab,1.75
2871195,2002,time_married_hardcoded,-8.25
2871731,1960,time_from_met_to_rel,1
2871731,1960,time_from_rel_to_cohab,0
2871731,1960,time_married_hardcoded,-8.25
2874291,1958,time_from_met_to_rel,0
2874291,1958,time_from_rel_to_cohab,0.583374
2874291,1958,time_married_hardcoded,-8.25
2882861,1985,time_from_met_to_rel,15.166626
2882861,1985,time_from_rel_to_cohab,0.41674805
2882861,1985,time_married_hardcoded,-8.25
2883019,1996,time_from_met_to_rel,0.08325195
2883019,1996,time_from_rel_to_cohab,0.25
2883019,1996,time_married_hardcoded,-8.25
2883611,1947,time_from_met_to_rel,1.25
2883611,1947,time_from_rel_to_cohab,6.916626
2883611,1947,time_married_hardcoded,-8.25
2888089,2009,time_from_met_to_rel,0.16662598
2888089,2009,time_from_rel_to_cohab,0.75
2888089,2009,time_married_hardcoded,-8.25
2888101,2014,time_from_met_to_rel,0.25
2888101,2014,time_from_rel_to_cohab,1.583374
2888101,2014,time_married_hardcoded,-8.25
2889625,1964,time_from_met_to_rel,0
2889625,1964,time_from_rel_to_cohab,3.25
2889625,1964,time_married_hardcoded,-8.25
2891279,1972,time_from_met_to_rel,0
2891279,1972,time_from_rel_to_cohab,1.083374
2891279,1972,time_married_hardcoded,-8.25
2897763,1974,time_from_met_to_rel,0.08337402
2897763,1974,time_from_rel_to_cohab,0.5
2897763,1974,time_married_hardcoded,-8.25
2897911,2016,time_from_met_to_rel,0
2897911,2016,time_from_rel_to_cohab,0
2897911,2016,time_married_hardcoded,-8.25
2899485,1997,time_from_met_to_rel,0.16662598
2899485,1997,time_from_rel_to_cohab,2.5
2899485,1997,time_married_hardcoded,-8.25
2905651,1972,time_from_met_to_rel,0
2905651,1972,time_from_rel_to_cohab,0.33337402
2905651,1972,time_married_hardcoded,-8.25
2905651,1972,time_from_met_to_rel,0
2905651,1972,time_from_rel_to_cohab,0.33337402
2905651,1972,time_married_hardcoded,-8.25
2906689,1990,time_from_met_to_rel,13.083252
2906689,1990,time_from_rel_to_cohab,0.16674805
2906689,1990,time_married_hardcoded,-8.25
2908077,1990,time_from_met_to_rel,2.166626
2908077,1990,time_from_rel_to_cohab,1.083374
2908077,1990,time_married_hardcoded,-8.25
2912807,2003,time_from_met_to_rel,4.166626
2912807,2003,time_from_rel_to_cohab,3.333374
2912807,2003,time_married_hardcoded,-8.25
2913381,1983,time_from_met_to_rel,0
2913381,1983,time_from_rel_to_cohab,0.08337402
2913381,1983,time_married_hardcoded,-8.25
2913963,2005,time_from_met_to_rel,1.833374
2913963,2005,time_from_rel_to_cohab,0
2913963,2005,time_married_hardcoded,-8.25
2914079,2000,time_from_met_to_rel,0
2914079,2000,time_from_rel_to_cohab,0
2914079,2000,time_married_hardcoded,-8.25
2914097,1985,time_from_met_to_rel,0.33325195
2914097,1985,time_from_rel_to_cohab,1
2914097,1985,time_married_hardcoded,-8.25
2916373,1995,time_from_met_to_rel,1
2916373,1995,time_from_rel_to_cohab,3
2916373,1995,time_married_hardcoded,-8.25
2916373,1995,time_from_met_to_rel,1
2916373,1995,time_from_rel_to_cohab,3
2916373,1995,time_married_hardcoded,-8.25
2917379,2016,time_from_met_to_rel,0.41674805
2917379,2016,time_from_rel_to_cohab,0.25
2917379,2016,time_married_hardcoded,-8.25
2920603,1986,time_from_met_to_rel,26.583374
2920603,1986,time_from_rel_to_cohab,3.75
2920603,1986,time_married_hardcoded,-8.25
2922001,1991,time_from_met_to_rel,0
2922001,1991,time_from_rel_to_cohab,1.833374
2922001,1991,time_married_hardcoded,-8.25
2924683,2013,time_from_met_to_rel,1.083374
2924683,2013,time_from_rel_to_cohab,0.5
2924683,2013,time_married_hardcoded,-8.25
2926879,1991,time_from_met_to_rel,1.5
2926879,1991,time_from_rel_to_cohab,0.5
2926879,1991,time_married_hardcoded,-8.25
2926919,1974,time_from_met_to_rel,1.75
2926919,1974,time_from_rel_to_cohab,2.75
2926919,1974,time_married_hardcoded,-8.25
2930383,2007,time_from_met_to_rel,1.75
2930383,2007,time_from_rel_to_cohab,2.166748
2930383,2007,time_married_hardcoded,-8.25
2930459,2013,time_from_met_to_rel,0
2930459,2013,time_from_rel_to_cohab,0.16674805
2930459,2013,time_married_hardcoded,-8.25
2930459,2013,time_from_met_to_rel,0
2930459,2013,time_from_rel_to_cohab,0.16674805
2930459,2013,time_married_hardcoded,-8.25
2932087,2013,time_from_met_to_rel,0.33337402
2932087,2013,time_from_rel_to_cohab,1.416626
2932087,2013,time_married_hardcoded,-8.25
2932429,2006,time_from_met_to_rel,6.25
2932429,2006,time_from_rel_to_cohab,2.25
2932429,2006,time_married_hardcoded,-8.25
2936561,2010,time_from_met_to_rel,0.583374
2936561,2010,time_from_rel_to_cohab,0.33337402
2936561,2010,time_married_hardcoded,-8.25
2937523,2004,time_from_met_to_rel,0.16662598
2937523,2004,time_from_rel_to_cohab,1.166626
2937523,2004,time_married_hardcoded,-8.25
2938551,2006,time_from_met_to_rel,0
2938551,2006,time_from_rel_to_cohab,0.08337402
2938551,2006,time_married_hardcoded,-8.25
2941483,2003,time_from_met_to_rel,0
2941483,2003,time_from_rel_to_cohab,1
2941483,2003,time_married_hardcoded,-8.25
2941969,1982,time_from_met_to_rel,0
2941969,1982,time_from_rel_to_cohab,1.5
2941969,1982,time_married_hardcoded,-8.25
2942743,2000,time_from_met_to_rel,2.666626
2942743,2000,time_from_rel_to_cohab,0.33337402
2942743,2000,time_married_hardcoded,-8.25
2943301,2006,time_from_met_to_rel,0
2943301,2006,time_from_rel_to_cohab,0.33325195
2943301,2006,time_married_hardcoded,-8.25
2943515,2000,time_from_met_to_rel,0.16662598
2943515,2000,time_from_rel_to_cohab,0.16674805
2943515,2000,time_married_hardcoded,-8.25
2943613,2014,time_from_met_to_rel,0
2943613,2014,time_from_rel_to_cohab,0.25
2943613,2014,time_married_hardcoded,-8.25
2945229,1994,time_from_met_to_rel,0.25
2945229,1994,time_from_rel_to_cohab,3.5
2945229,1994,time_married_hardcoded,-8.25
2946547,2008,time_from_met_to_rel,0
2946547,2008,time_from_rel_to_cohab,0
2946547,2008,time_married_hardcoded,-8.25
2947153,1989,time_from_met_to_rel,0.41674805
2947153,1989,time_from_rel_to_cohab,0
2947153,1989,time_married_hardcoded,-8.25
2948891,1981,time_from_met_to_rel,0
2948891,1981,time_from_rel_to_cohab,3.166626
2948891,1981,time_married_hardcoded,-8.25
2950149,2017,time_from_met_to_rel,0
2950149,2017,time_from_rel_to_cohab,0.33325195
2950149,2017,time_married_hardcoded,-8.25
2950485,1986,time_from_met_to_rel,12.333374
2950485,1986,time_from_rel_to_cohab,1.583374
2950485,1986,time_married_hardcoded,-8.25
2952141,1977,time_from_met_to_rel,0
2952141,1977,time_from_rel_to_cohab,3
2952141,1977,time_married_hardcoded,-8.25
2952627,2002,time_from_met_to_rel,3
2952627,2002,time_from_rel_to_cohab,1
2952627,2002,time_married_hardcoded,-8.25
2953253,2008,time_from_met_to_rel,0.08337402
2953253,2008,time_from_rel_to_cohab,1.5
2953253,2008,time_married_hardcoded,-8.25
2954053,1969,time_from_met_to_rel,0.25
2954053,1969,time_from_rel_to_cohab,0.583374
2954053,1969,time_married_hardcoded,-8.25
2954265,2002,time_from_met_to_rel,2.166626
2954265,2002,time_from_rel_to_cohab,5.75
2954265,2002,time_married_hardcoded,-8.25
2955665,1973,time_from_met_to_rel,0.08337402
2955665,1973,time_from_rel_to_cohab,2.833374
2955665,1973,time_married_hardcoded,-8.25
2958681,2008,time_from_met_to_rel,0.25
2958681,2008,time_from_rel_to_cohab,0.16662598
2958681,2008,time_married_hardcoded,-8.25
2958681,2008,time_from_met_to_rel,0.25
2958681,2008,time_from_rel_to_cohab,0.16662598
2958681,2008,time_married_hardcoded,-8.25
2960001,1999,time_from_met_to_rel,1.083252
2960001,1999,time_from_rel_to_cohab,4.083374
2960001,1999,time_married_hardcoded,-8.25
2960855,2001,time_from_met_to_rel,0
2960855,2001,time_from_rel_to_cohab,0.33325195
2960855,2001,time_married_hardcoded,-8.25
2963249,2011,time_from_met_to_rel,0.08337402
2963249,2011,time_from_rel_to_cohab,3.666626
2963249,2011,time_married_hardcoded,-8.25
2967957,2008,time_from_met_to_rel,0.25
2967957,2008,time_from_rel_to_cohab,0.75
2967957,2008,time_married_hardcoded,-8.25
